text,target
"['homey', ':)']",1.0
"['absolut', 'amaz', 'time', 'kenya', 'emot', 'roller', 'coaster', 'experi', ""i'm"", 'glad', ':)']",1.0
"['stat', 'day', 'arriv', 'new', 'follow', 'unfollow', ':)', 'via']",1.0
"['make', 'happi', ':)']",1.0
"['thank', ':)']",1.0
"['funni', 'aspect', 'najam', 'sethi', 'confess', 'ad', 'still', '...', ':d']",1.0
"['happi', 'birthday', '...', 'pricelessantiqu', 'takesonetoknowon', ':-)']",1.0
"['hey', 'work', ':-)']",1.0
"['need', 'extra', 'ucount', 'point', 'make', 'worth', 'tweet', 'fun', ':)']",1.0
"[""i'm"", 'okay', 'ji', ':)']",1.0
"['hello', ':)', 'get', 'youth', 'job', 'opportun', 'follow']",1.0
"['love', 'book', ""he'"", 'big', 'credit', 'turkish', 'literatur', 'favourit', 'book', 'name', 'red', ':)']",1.0
"['knew', 'give', 'crap', 'lol', 'need', 'burn', ':p']",1.0
"['hi', 'hope', 'great', 'time', 'full', 'happi', ':)', 'love', '...', 'x']",1.0
"['love', ':)']",1.0
"['trust', 'favourit', 'airlin', 'deliv', 'alway', ':)', ':)', 'good', 'luck']",1.0
"['could', 'fun', 'sexi', 'girl', 'two', 'sexi', 'girl', ':)']",1.0
"['ah', 'thank', 'reason', 'right', ':)']",1.0
['follow'],1.0
"['hello', ':)', 'play', 'yello', 'race']",1.0
"['gail', ':)']",1.0
"['hello', ':)', 'xx']",1.0
"['cool', ':)']",1.0
"['thank', 'much', 'kind', 'word', ""i'll"", 'sure', 'pass', 'team', ':)']",1.0
"['nice', 'connect', 'yael', ':)']",1.0
"['first', 'drive', 'lesson', 'month', ""let'"", 'see', ""i'm"", 'still', 'shit', ':)']",1.0
"['en', 'mi', 'mano', 'hold', 'hand', ':)']",1.0
"['true', ':)']",1.0
"['manag', 'job', 'tell', 'friend', 'two', 'prettiest', 'girl', ':)', ':)', ':)', ':)', ':)', ':)', ':)']",1.0
"['thank', 'wonder', 'reader', 'like', 'rose', 'make', 'worthwhil', 'love', 'weekend', ':)']",1.0
"['fback', ':)']",1.0
"['stat', 'day', 'arriv', 'new', 'follow', 'unfollow', ':)', 'via']",1.0
"['u', 'cant', 'chang', 'peopl', 'feel', 'u', 'dnt', 'tri', 'live', 'ur', 'life', 'happi', ':)']",1.0
"['said', ""i'm"", 'ideal', 'type', 'weekli', 'idol', 'make', 'love', 'pose', 'tell', 'meet', 'worri', ':)']",1.0
"['thank', 'go', 'take', 'time', 'creat', 'shortlist', ':)', 'much', 'appreci']",1.0
"['great', 'part', 'awesom', 'dominion', 'famili', ':)']",1.0
"[""i'm"", 'realli', 'excit', 'picnic', 'tmrw', ':-)']",1.0
"['nobodi', ':)', 'like', ':)', ':)']",1.0
"['jummamubarak', 'everi', 'one', ':)', 'take', 'shower', 'wear', 'good', 'shalwarkameez', 'itter', 'offer', 'jummapray', '...']",1.0
"['back', 'camera', 'af', 'point', 'display', 'enabl', 'compani', 'car', ':-)']",1.0
['follow'],1.0
"[""i'm"", 'break', ""what'"", 'new', ':-)']",1.0
"['woot', 'cool', 'peep', ':)']",1.0
"['hey', 'tweep', 'join', 'flipkartfashionfriday', 'folow', 'win', 'k', ':)']",1.0
"['ohhh', 'got', ':p']",1.0
"[""here'"", 'teaser', 'upcom', 'airec', 'releas', 'acid', 'mous', 'ep', 'st', 'august', 'includ', 'red', 'robin', 'rough', 'control', 'remix', ':)']",1.0
"['mypapamyprid', 'ourdaughtersourprid', 'love', 'n', 'encourag', 'chang', 'life', 'everyon', ':)']",1.0
"['happi', 'friday', 'thank', 'recent', 'rt', 'fave', ':)']",1.0
"['toss', 'ladi', ':)']",1.0
"['welcom', ':)']",1.0
"[""i'll"", 'look', 'librari', 'book', 'store', 'first', 'anyway', ':)']",1.0
"['mr', 'climb', 'give', 'cuddl', ':)']",1.0
"['jilla', 'decent', 'open', 'review', ':)']",1.0
"['headlin', ':)']",1.0
"['jumma', 'mubarik', ':)', 'stay', 'happi', 'bless', ':)']",1.0
"['spent', 'half', 'hour', 'total', ':-)']",1.0
"['great', 'news', 'congratz', 'guy', ':)']",1.0
"['good', 'night', ':)']",1.0
"['atleast', 'honest', '..', 'still', 'get', 'bitch', 'tho', ':)']",1.0
"['thank', 'contribut', 'kind', 'comment', ':-)']",1.0
"['earth', '...', 'yuppiiee', ':)', 'alienthought', 'happyalien']",1.0
"['like', ':)']",1.0
['follow'],1.0
"['love', 'tell', 'everi', 'crowd', ""they'r"", 'loudest', 'loudest', 'fan', 'world', ':)', 'x']",1.0
"['ah', 'memori', ':)']",1.0
"['hi', 'gari', 'particular', 'attract', 'mind', 'travel', 'date', 'pass', 'q', 'onto', 'supprt', 'team', ':-)', 'thank', 'elli']",1.0
"['fback', ':)']",1.0
"['call', 'savag', 'god', ':p']",1.0
"['junior', ':p']",1.0
"['thank', ':)']",1.0
"['cleans', 'scam', 'ridden', 'bodi', 'vyapam', 'go', 'renam', 'idea', ':d', ':d']",1.0
"[""i'm"", 'pleas', 'hear', ':)', 'sarah']",1.0
"['hello', 'hello', ':)', 'wave', 'couch']",1.0
"['thank', 'team', 'retweet', ':-)']",1.0
"['okay', ':)']",1.0
"['ohhh', 'well', 'wonder', ':d', 'x']",1.0
"['complet', 'dodg', 'explan', 'opportun', 'explan', 'thank', 'prove', 'point', 'grow', ':-)']",1.0
"['bag', 'job', 'sanza', ':-)']",1.0
"['thank', ':-)']",1.0
['check'],1.0
"['sore', 'yaa', 'slr', 'som', ':)']",1.0
"['thank', 'share', 'articl', ':)']",1.0
"[""i'm"", 'honour', ':d']",1.0
"['im', 'follow', 'heheh', ':)']",1.0
"['least', ""there'"", 'view', 'hill', ':)']",1.0
"['everyon', 'els', ':-)', 'xx']",1.0
"['thank', ""that'"", 'kind', 'finish', 'work', 'littl', 'explor', 'book', 'btw', 'next', 'year', '..', ':)']",1.0
"['nation', 'bird', 'wayanadan', 'forest', '..', ':)', 'wayanad', 'photo', 'srijith', 'v', 'visit', 'websit']",1.0
"[""i'v"", 'whisper', 'today', 'day', 'four', 'time', 'week', ""i'm"", 'still', 'lie', 'bed', 'lay', 'pokemon', ':)']",1.0
"['..', 'awesom', ':)']",1.0
['follow'],1.0
"['flipkartfashionfriday', 'hey', 'dazzl', 'urself', 'doubl', 'flare', 'red', 'black', 'dress', ':)']",1.0
"['thank', 'shout', 'guy', ':)']",1.0
"['last', 'hour', 'channel', 'got', 'view', 'incred', 'thank', 'much', ':)']",1.0
"['brows', 'funni', 'fact', 'bore', ':)']",1.0
"['hey', 'would', 'help', 'share', 'project', 'becom', 'femal', 'tour', 'manag']",1.0
"['delv', ':)']",1.0
"['thank', 'muchhh', ':)', 'see', 'u', 'tmr', 'mayb']",1.0
"['well', 'interest', 'breakfast', '…', 'back', 'holiday', ':)']",1.0
"['also', 'gl', ""tonight'"", 'show', ':d']",1.0
"['u', 'alway', 'count', 'alic', 'make', 'u', 'feel', 'better', 'ur', 'ill', ':)', '):', '):']",1.0
"['sore', 'litey', ':p']",1.0
"['goodby', 'twitter', 'long', 'time', ':)', 'goodby', 'manuella']",1.0
"['main', 'abhi', 'tak', 'ye', 'movi', 'nhi', 'dekhi', 'promo', 'se', 'hi', 'knew', 'best', 'movi', 'till', 'date', ':)']",1.0
"['welcom', 'look', 'forward', 'welcom', 'xpax', ';)', 'love', 'friday', ':)']",1.0
"['fback', ':)']",1.0
"['thank', 'lisa', ':)']",1.0
"['thank', 'appreci', ':)']",1.0
"['welcom', 'aboard', 'matt', 'thank', 'feedback', ':)']",1.0
"['blog', 'stori', 'institut', ""i'm"", 'franc', ':)']",1.0
"['ff', 'follow', 'nc', 'guy', ':-)']",1.0
"['solo', 'chees', 'overload', 'pizza', '•', 'mcfloat', '•', 'hot', 'fudg', 'sanda', 'munchkin', ""d'd"", '♥', 'atm', ':)']",1.0
"['oh', 'hey', 'granni', ':d']",1.0
"['cant', 'wait', 'get', 'baller', 'g', 'lil', 'fade', 'chain', ':)', 'everybodi', 'ought', 'know']",1.0
"['hi', 'jay', 'receiv', 'yet', 'pleas', 'email', 'event', 'team', 'events.org', ""they'll"", 'sort', ':)']",1.0
"['hi', 'hope', 'great', 'time', 'full', 'happi', ':)', 'love', '...', 'x']",1.0
['follow'],1.0
"['breakfast', 'champion', ':)']",1.0
"['might', 'like', ':)']",1.0
"['need', 'job', 'get', 'letter', 'work', 'place', 'say', 'work', 'letter', 'parent', 'approv', ':-)']",1.0
"['uniqu', ':)']",1.0
"['sent', 'tri', 'make', 'sure', 'catch', ':-)']",1.0
"['affaraid', ""i'll"", ':)']",1.0
"['dearslim', 'play', 'role', 'billi', 'hope', 'would', 'like', 'play', 'role', 'anoth', 'charact', ':)']",1.0
"['sad', 'see', 'becom', 'lab', 'place', 'take', 'ovh', 'noth', 'ovh', 'support', 'suck', 'much', ':-)']",1.0
"['love', 'black', 'red', 'maxi', 'dress', ':)', 'flipkartfashionfriday']",1.0
"['follow', 'bunch', 'acc', 'hope', 'follow', 'back', ':)']",1.0
"[""he'"", 'realli', 'way', 'guy', ':-)']",1.0
"['hey', 'fun', 'today', ':)', 'wish', 'could', ""i'll"", 'sprit', 'love', 'you']",1.0
"['day', 'til', 'start', 'work', 'get', 'quit', 'excit', ':)']",1.0
"['guy', 'great', 'last', 'night', ':)']",1.0
"['hi', 'would', 'like', 'concert', 'let', 'know', 'citi', 'countri', ""i'll"", 'start', 'work', 'thank', ':)']",1.0
"['ye', 'big', 'ye', 'final', 'got', 'home', 'sever', 'rain', 'thank', ':)']",1.0
"['love', 'miss', 'hammi', 'thank', ':)']",1.0
"['good', 'even', 'better', 'see', 'around', ':)', 'yep', 'way', 'live', 'freedom', 'pistol', 'good', 'move']",1.0
"['find', 'quit', 'cool', 'unlock', 'bemeapp', ':)', 'thumb', 'u', 'beme', 'figur', 'bemecod', 'proudtobem']",1.0
"['see', ""i'll"", 'get', 'first', 'round', ':-)']",1.0
"['good', 'thank', 'anyway', ':)']",1.0
"['keep', 'calm', 'stay', 'kepo', ':)', ':d']",1.0
"['haha', 'almost', 'certainli', 'true', 'name', ':)']",1.0
"['appreci', 'follow', ':)', 'heard', 'botan', 'soap', ':)']",1.0
"['look', ':)']",1.0
['follow'],1.0
"['thank', 'hope', 'great', 'friday', 'morn', 'far', ':)']",1.0
"['luckili', 'one', 'mani', ':)']",1.0
"['hahahaha', 'rememb', 'clearli', ':p']",1.0
"['oh', 'get', 'second', 'quot', 'tweet', 'mayb', 'could', 'pleas', 'loui', 'dm', ':)', 'pleas']",1.0
"['دعمم', 'للعودة', 'للحياة', 'heiyo', 'visit', 'websit', 'free', 'coin', 'ball', 'pool', 'thank', ':d']",1.0
"['dudafti', '...', ':-)', 'breaktym']",1.0
"['fatal', 'danger', 'term', 'health', ':)', 'understand', 'everyon', 'outrag', 'xd']",1.0
"['almost', 'k', 'view', 'watch', 'muna', 'wait', 'na', 'magstart', 'ang', 'twitter', 'parti', ':)', 'salut', '→']",1.0
"['thq', 'lot', 'ur', 'contin', 'support', 'thalaivar', 'bro', ':)', ':)', ':)']",1.0
"['p', '£', '£', 'heiya', 'visit', 'site', 'u', 'wanna', 'grab', 'free', 'ball', 'pool', 'coin', 'thank', ':)']",1.0
"['ty', ':)', 'av', 'gd', 'wknd', 'u', 'n', 'tweet']",1.0
"['hehe', ':-)', 'smile', 'ear', 'ear', ':-d']",1.0
"['morn', 'friend', ':)', 'yesss', 'that', 'way', 'roll', ';)', 'cam']",1.0
"['watch', 'match', 'till', 'late', 'night', ""y'day"", '..', ':d']",1.0
"['full', 'realli', 'great', 'job', 'congrat', ':)']",1.0
"['cant', 'watch', 'hxh', 'place', 'besid', 'youtub', 'vid', 'like', 'top', 'badass', 'killua', 'scene', ':)', 'im', 'suffer']",1.0
"[""i'm"", 'appreci', 'bodi', 'feed', 'need', ':-)']",1.0
"['check', 'final', 'design', 'hope', 'like', ':)']",1.0
"['hi', 'hope', 'great', 'time', 'full', 'happi', ':)', 'love', '...', 'x']",1.0
"['hope', 'like', ';)', 'jabongatpumaurbanstamped']",1.0
"['kind', 'word', 'never', 'go', 'unappreci', 'even', 'mention', 'site', ':)', 'graciou', 'thank', 'feedback']",1.0
"['fback', ':)']",1.0
"['yeah', ""i'm"", 'pretti', 'proud', ':d', 'nailedit', 'ourdisneyinfin']",1.0
"['hope', 'love', 'sleep', ':)', 'mari']",1.0
['follow'],1.0
"['snapchat', 'jillmil', 'snapchat', 'kikmeboy', 'hot', 'webcam', 'teen', 'elfindelmundo', 'sexi', ':)']",1.0
"[':d', 'mainli', 'mother', 'want', 'right', 'haha', 'other', 'wait', 'said', 'x']",1.0
"['even', 'think', ':)']",1.0
"['welcom', 'michael', 'favour', 'dancetast', 'day', ':-)']",1.0
"['perfect', 'satyajit', ""ray'"", 'movi', 'porosh', 'pathor', 'situat', 'goldbug', 'run', 'cover', ':-)']",1.0
"['would', 'drop', 'wine', 'bottl', 'spill', 'wine', 'work', ':-)']",1.0
"['jazmin', 'bonilla', ':)', 'share', 'latest', 'secret', 'star', 'kim', 'hollywood', 'check', 'secret', 'bio']",1.0
"['thank', 'share', 'wish', 'wick', 'weekend', ':)']",1.0
"['rofl', 'shade', 'grey', 'netsec', 'edit', ':-)']",1.0
"[""let'"", 'enjoy', 'day', ':)']",1.0
"['oh', 'certainli', 'watch', 'anyway', ':d']",1.0
"['hi', 'ate', ':)']",1.0
"['stat', 'day', 'arriv', 'new', 'follow', 'unfollow', ':)', 'via']",1.0
"['whenev', 'anoth', 'movi', 'night', ':)']",1.0
['follow'],1.0
"['fback', ':)']",1.0
"['anoth', 'amaz', 'video', 'kev', ':)', 'proud', 'wonder', 'support', 'wonder', 'person', ':)']",1.0
"['listen', 'two', 'repeat', ':d', 'collab', 'pleas']",1.0
"['kinda', 'wanna', 'fangirl', 'apolog', 'even', 'tho', 'alreadi', 'fangirl', 'lot', 'first', 'heard', ':d']",1.0
"['yummi', ':d']",1.0
"['thank', 'kind', 'sir', ':)']",1.0
"['good', ':)', 'sister', 'told', 'miss', 'n']",1.0
"['rememb', 'unlist', 'one', 'hickey', ':)']",1.0
"['readi', 'weekend', 'race', 'track', 'saturday', 'dad', 'work', 'picnic', 'sunday', 'monday', 'hock', 'hill', 'mamma', ':)']",1.0
"['human', 'be', 'mere', 'brain', '...', 'u', 'need', 'holist', 'cosmovis', '...', 'narrow-mind', ':)']",1.0
"['phone', 'charg', 'forev', ':)']",1.0
"['happi', 'birthday', 'cess', ':)']",1.0
"['hi', 'alix', 'thank', 'connect', 'look', 'forward', 'tweet', 'great', 'day', ':)']",1.0
"['im', 'happi', 'meet', 'anyon', 'want', 'meet', ""i'll"", 'even', 'throw', 'quan', 'tip', 'way', ':)']",1.0
"['pleas', ':)', 'stop', ':)', 'shout', ':)', ':)', ':)']",1.0
"['surpris', 'visit', 'naaahhh', ':d']",1.0
"['duh', 'emesh', ':p']",1.0
"['thank', ':)']",1.0
"['good', 'morn', ':)']",1.0
"['ye', 'hilari', ':)']",1.0
"['kath', ':)']",1.0
"['welcom', 'hope', 'love', 'day', 'also', ':)', 'kia']",1.0
"['start', 'day', 'tango', ':-)']",1.0
"['tracerequest', 'homi', 'dassi', 'fwm', ':d']",1.0
[':)'],1.0
[':)'],1.0
"['selamat', 'sore', 'like', 'model', ':)']",1.0
"['sorri', 'nichola', 'glad', 'back', 'work', ':)', 'alway', 'need', 'us', 'mka']",1.0
"['found', 'someon', 'met', 'long', 'ago', 'malta', 'come', 'extra', 'ticket', ':)', 'gto', 'tomorrowland', 'incal']",1.0
"[':)', 'babi']",1.0
"['ha', 'ye', 'make', 'quick', 'tho', ':d']",1.0
"['shob', 'incomplet', ':)', 'friend', 'barkada', 'buddi']",1.0
"['thank', 'us', 'long', ':)']",1.0
[':p'],1.0
"['hey', 'hope', 'u', 'good', 'day', ':)']",1.0
['follow'],1.0
"['great', 'day', 'silverston', 'today', 'beauti', 'classic', 'car', 'bonu', ':d']",1.0
"['im', 'stream', 'dude', 'pull', 'view', 'time', ':)']",1.0
"['mum', 'ask', 'want', 'go', 'bookstor', 'sure', 'know', ':)', ""i'm"", 'book', 'shop']",1.0
"['mind', 'follow', 'back', ':)']",1.0
"['feel', 'like', 'keep', 'friend', 'late', 'like', 'smh', 'ganna', 'text', 'see', ""they'r"", 'good', ':-)']",1.0
"['yep', 'would', 'vote', 'could', ';-)', 'imagin', 'hillari', 'clinton', 'first', 'femal', 'us', 'presid', ':-)']",1.0
"['thank', ':)']",1.0
"['fback', ':)']",1.0
"['everi', 'time', 'visit', 'court', 'notic', 'someth', 'funni', 'slice', 'life-so', 'mani', 'stori', 'hidden', 'untap', ':)']",1.0
"['dinner', 'love', 'love', 'babe', ':)', 'x']",1.0
"['thank', ':d']",1.0
"['thank', 'realli', 'appreci', 'take', 'time', 'watch', 'video', ':)']",1.0
"['lmaoo', 'mca', 'team', 'gettin', 'hella', 'money', 'dm', 'u', 'wana', 'make', 'fast', 'bandz', 'asap', ':)']",1.0
"['thank', 'much', ':)', 'ff']",1.0
"['hell', 'ye', 'donington', 'park', 'hope', 'see', 'team', 'season', ':d']",1.0
"['thank', 'much', 'mean', 'everyth', 'even', 'know', 'never', 'follow', 'back', ':)']",1.0
"['yea', 'drive', 'peopl', ':)']",1.0
"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', 'love', 'x']",1.0
"['merci', 'bien', 'happi', 'friday', 'mon', 'ami', ':)']",1.0
"['home', 'vacat', ':)']",1.0
"[""i'm"", 'fan', 'account', 'pitbul', ':)']",1.0
"['hi', 'hope', 'great', 'time', 'full', 'happi', ':)', 'love', '...', 'x']",1.0
"['classic', 'man', 'good', 'start', 'fri', ':)']",1.0
"['annyeong', 'oppa', ""i'm"", 'indonesian', 'elf', '..', ""i'm"", 'happi', 'u', 'follback', ':)', 'pleas', 'first', 'follow', ':-d']",1.0
"['promis', '...', ':p']",1.0
"['thank', ':d', ':d']",1.0
"['good', 'flight', ':)']",1.0
"['bf', 'mean', ':)']",1.0
"['snapchat', 'jennyjean', 'snapchat', 'kikmeboy', 'model', 'french', 'kikchat', 'sabadodeganarseguidor', 'sexysasunday', ':)']",1.0
"['actual', 'hehe', ':)', 'live', 'strang', 'imagin', '...']",1.0
"['hi', 'greet', 'marseil', ':)', 'nice', 'day']",1.0
"['yummi', ':)']",1.0
"['need', 'help', 'ganda', ':)']",1.0
"['loner', 'side', 'pleas', ':)']",1.0
"[""i'm"", 'glad', 'got', 'go', ':)']",1.0
"['ff', 'excit', 'meet', 'skype', ':)']",1.0
"['fnaf', 'offici', 'releas', 'steam', 'definit', 'excit', 'watch', 'peopl', 'play', ':d']",1.0
"['rofl', 'go', 'happen', 'rest', 'assur', ':d']",1.0
"['current', 'mood', 'af', ':-)']",1.0
"['know', 'know', ':-)']",1.0
"['ah', 'keep', 'goin', 'sweeti', ':-)', ':-)', 'big', 'hug', 'x']",1.0
"[""that'"", 'like', 'hear', 'lot', 'bubbl', 'pleas', ':-)', 'quacketyquack']",1.0
"['current', 'mood', 'af', ':-)']",1.0
"['ye', 'amaz', 'keep', 'go', 'strong', 'strongest', 'person', 'know', 'proud', ':)']",1.0
"['hey', 'liam', 'know', 'sweet', ""spot'"", 'around', 'barnstapl', 'bideford', 'stay', 'day', 'plan', 'abit', 'road', 'trip', ':)']",1.0
"['credit', 'rocroglodyysbro', ':p']",1.0
"[""we'r"", 'hire', 'mayb', 'public', 'would', 'like', 'job', ':-)']",1.0
"['day', 'beauti', ':d', 'ne', 'good']",1.0
"['aspetti', 'good', 'bore', 'chicken', 'chip', 'tea', 'cupboard', 'empti', ':d']",1.0
"['thank', '...', 'post', 'everi', 'night', '...', 'usual', 'jami', 'ian', '...', ':)']",1.0
"['psygustokita', ""i'm"", 'huge', 'fan', 'latin', 'beauti', ':-)', 'queen', 'kath', 'asian', 'latin', 'version', ':-)']",1.0
"['thank', 'fave', ':)']",1.0
"['look', 'fun', 'kik', 'va', 'kik', 'kikgirl', 'french', 'model', 'orgasm', 'hannib', 'phonesex', ':)']",1.0
"['readi', 'rip', 'spacer', ':)', ':)', ':)']",1.0
"['see', 'never', 'ya', ':)']",1.0
[':)'],1.0
"['happi', 'bday', 'awesom', 'thank', 'amaz', 'felic', 'smoak', ':)', '❤']",1.0
"['children', 'psychopath', ':)']",1.0
"['spoil', ':)']",1.0
"['awesom', ':-)']",1.0
"['pleasur', ':)']",1.0
"['girl', 'dimpl', ':)']",1.0
"['ye', 'still', 'contempl', 'indi', 'rout', ':-)']",1.0
"['anoth', 'reason', 'love', 'jsl', ':)', 'see', 'soon', ';)']",1.0
"['suppos', 'sleep', ':-)']",1.0
"['hi', 'hope', 'great', 'time', 'full', 'happi', ':)', 'love', '...', 'x']",1.0
"['gotcha', ':)']",1.0
"['kina', 'best', '..', 'love', ':)', 'hi', 'donna', ':)', 'great', 'see', 'tonight']",1.0
"['reachabl', 'nc', 'bug', 'still', 'much', ':p']",1.0
"['yup', 'realli', 'cool', ':)']",1.0
"['thank', 'everyon', 'came', 'show', 'tip', ':)']",1.0
"['jk', 'lot', 'peopl', 'chat', 'ha', ':-)']",1.0
"['bitter', 'wait', 'till', 'se', 'air', 'dominion', ':)']",1.0
"['mean', 'naggi', 'anal', 'child', 'want', 'keep', ':p', 'happi', 'birthday', 'buddi']",1.0
"['nice', 'see', 'today', 'vidcon', ':)']",1.0
"['anxiou', 'shake', 'dad', 'like', 'calm', 'well', 'appar', 'right', ':)']",1.0
"['kinda', 'wish', 'tip', 'smoke', '...', '...', 'good', 'morn', ':-)']",1.0
"[""can't"", 'date', 'someon', 'white', 'sorri', 'yo', 'grandpa', 'prolli', 'wanna', 'burn', ':)']",1.0
"['fulfil', 'fantasi', ':)']",1.0
"['stash', 'closer-chas', 'spec', 'leagu', 'chase', 'save', '...', 'ye', '...', 'wall', 'ear', ':-)']",1.0
"['time', 'bracelet', ':)']",1.0
"['hi', 'dark', 'angel', 'mochamichel', ':)', 'wanna', 'get', 'iphn', 'free', 'simpli', 'go', 'check', 'bi', 'thx']",1.0
"['hope', 'happi', 'friday', ':-)']",1.0
"['thank', 'come', 'ladi', 'love', 'see', ':)', 'know', 'either']",1.0
"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', 'love', 'x']",1.0
"['there', 'hour', 'till', 'im', 'prob', 'gonna', 'fall', 'asleep', ':)']",1.0
"['good', 'thing', ':)']",1.0
"['ty', ':d', 'love', ':d', 'use', 'background', 'till', 'remov', 'background']",1.0
"['love', 'lord', 'better', 'life', ':)']",1.0
"['morn', ':)']",1.0
"['hi', 'maggi', 'afraid', 'knowledg', 'mull', 'limit', 'nil', ':)', 'look', 'web', 'page', 'definit', 'best', 'place', 'look']",1.0
"['glasgow', 'netbal', 'wish', 'thistl', 'best', 'journey', 'good', 'luck', 'girl', ':-)', 'thistlelov']",1.0
"['call', 'flipkartfashionfriday', 'effect', ':)']",1.0
"['hi', 'babi', 'love', ':)']",1.0
"['minecraft', 'pretti', 'bore', 'talk', 'peopl', 'even', 'bore', 'talk', 'peopl', ':p']",1.0
"['drew', ':)', 'pl', ':)']",1.0
"['thank', 'share', 'articl', ':)']",1.0
"['ye', 'mam', ':)', 'wsalelov']",1.0
"['goodby', 'twitter', 'long', 'time', ':)']",1.0
"['thank', 'amaz', 'birthday', 'cake', 'delici', 'want', 'share', 'haha', ':-)']",1.0
"['oop', 'got', 'day', 'muddl', ""i'll"", 'tomorrow', ':)']",1.0
"['girl', 'know', 'hold', 'racket', ':)']",1.0
"[""we'r"", 'isol', 'fa', ':p']",1.0
"['share', 'us', 'experi', 'icecream', 'also', 'forget', 'particip', 'icecreammast', ':)', 'stay', 'tune']",1.0
"['come', 'check', 'new', 'group', 'made', 'facebook']",1.0
"['huhu', 'shet', ':)', 'huhu', 'left', 'desk', 'got', 'back', 'saw', 'tweet', 'o_o', 'orz']",1.0
"['thank', ':)', 'x']",1.0
"['oh', 'god', 'hiii', ':d']",1.0
"[""i'm"", 'high', ':-)', 'love', 'stash']",1.0
"['problemmm', ':d']",1.0
"['hi', 'hope', 'great', 'time', 'full', 'happi', ':)', 'love', '...', 'x']",1.0
"['write', 'english', ':)']",1.0
"['hahaha', '..', 'yeeaayi', '. ..', 'today', ""i'm"", 'happi', '..', 'alhamdulillah', 'god', ':)']",1.0
"['hey', 'saw', 'lot', 'sport', 'like', ':)', 'ceomonth', 'sandroforceo', 'happi']",1.0
"['lucki', 'shot', ':)']",1.0
"['like', 'back', ':)', '—', 'done']",1.0
"['pleasur', 'let', 'us', 'know', ""there'"", 'anyth', 'els', 'need', ':)']",1.0
"['amin', ':)']",1.0
"['agre', 'weed', 'anyway', 'like', 'definit', 'plant', 'grow', 'wrong', 'place', ':-)']",1.0
"['go', 'home', ':)']",1.0
"['crowdfund', 'campaign', 'get', 'goal', 'walk', 'dream', 'help', 'us', ':)']",1.0
"['sound', 'romant', ':)']",1.0
"['hellooo', 'friday', 'meet', ':)', 'almost', 'weekend', ':)']",1.0
"['love', 'store', 'best', 'chocol', 'select', ':)']",1.0
"['thank', 'follow', 'great', 'day', ':)']",1.0
"['hey', 'lynn', 'fb', 'buffer', 'button', 'bring', 'compos', 'buffer', 'fb', 'share', ':)', 'mari']",1.0
"['thank', ':)']",1.0
"['look', 'find', 'give', 'shout', 'send', 'lot', 'email', 'today', ':)', 'fridayfun']",1.0
"[""i'm"", 'non-filipina', 'fan', ':d', 'ejayst', 'unit', 'state', 'haha']",1.0
"['le', 'smile', ':)']",1.0
"['omg', 'thought', 'stan', 'lee', 'second', '❤', '️', '❤', '️', ':)']",1.0
"['thank', 'amaz', 'day', ':-)']",1.0
"['discoveri', 'cousin', 'earth', 'kepler-b', 'light', 'yr', 'away', 'teleport', 'possibl', 'way', 'arriv', ':-)']",1.0
"['shahid', 'afridi', 'tou', 'young', 'hi', 'hai', 'na', 'abhi', 'talk', 'mahnor', 'baloch', 'never', 'go', 'old', ':)']",1.0
"['goodnight', 'nikki', 'good', 'one', ':)', 'x']",1.0
"['thank', 'flower', ':)', 'flower']",1.0
"['beauti', ':)', 'got', 'blackfli', 'courgett', 'flower', 'year', '..', 'idea', 'hope', 'wont', 'affect', 'fruit']",1.0
"['appreci', 'work', 'lot', 'go', 'italian', 'fan', ':d']",1.0
"['never', 'forget', 'start', '..', ':-)']",1.0
"['got', 'netfilx', 'today', 'whoop', 'whoop', ':d']",1.0
"['knee', 'plz', 'mine', 'im', 'unmarri', '...', 'check', 'finger', '...', ""there'"", 'rock', ':)']",1.0
"['put', 'due', 'releas', ':)']",1.0
"['wielli', 'follback', 'ya', ':)']",1.0
"['hiya', 'paul', 'send', 'barcod', 'number', ""we'll"", 'take', 'look', ':)', 'charlott']",1.0
"['thta', 'ask', ':)']",1.0
"['thank', 'marti', 'gd', 'weekend', ':)']",1.0
"['new', 'old', 'pic', 'trailblazerhonor', ':)']",1.0
"['good', 'morn', ':-)']",1.0
"['last', 'thing', 'labour', 'need', 'leader', 'peopl', 'want', 'vote']",1.0
"['definit', ':d']",1.0
"['want', 'sleep', 'time', 'guess', 'got', '...', 'morn', ':)']",1.0
"['seem', 'like', 'go', 'alot', 'someth', 'like', '..', ':)']",1.0
"['agayhippiehippi', 'follback', 'ya', ':)']",1.0
"['love', 'song', 'keep', 'good', 'work', ':)']",1.0
"['hi', 'check', 'final', 'design', ':)']",1.0
"['’', 'care', 'forc', 'exercis', 'even', 'bodi', 'scream', 'pain', ':)']",1.0
"['hard', 'better', 'good', 'ginger', 'cat', ':)']",1.0
"['hi', 'bam', 'follow', 'bestfriend', 'love', 'lot', ':)', 'see', 'warsaw', 'love', 'x']",1.0
